시설명,업종명,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,운반용차량보유여부,저장시설보유여부,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
동양당한약도매상,한약도매,전라남도 여수시 충무로 35-1 (교동),전라남도 여수시 교동 618,34.73973293,127.7312398,영업,Y,Y,061-662-2471,여수시 보건소,2024-07-26,4810000,전라남도 여수시
(주)엠앤케이팜,일반종합도매,"전라남도 여수시 여천체육공원길 8, 4층 (신기동)",전라남도 여수시 신기동 75-31,34.76151551,127.674767,영업,Y,Y,,여수시 보건소,2024-07-26,4810000,전라남도 여수시
(주)삼성약품,일반종합도매,"전라남도 여수시 좌수영로 327, 2층 (문수동)",전라남도 여수시 문수동 49-1,34.7595808,127.7099200202,영업,Y,Y,061-652-0000,여수시 보건소,2024-07-26,4810000,전라남도 여수시
(주)호남지오영 여수지점,일반종합도매,"전라남도 여수시 연등8길 47-2, 3층 (연등동)",전라남도 여수시 연등동 725-2,34.75564844,127.7252506,영업,Y,Y,061-642-3131,여수시 보건소,2024-07-26,4810000,전라남도 여수시
나노가스,의료용고압가스,전라남도 여수시 소라면 마산로 148-92,전라남도 여수시 소라면 복산리 262,34.78116325,127.6082963,영업,Y,Y,,여수시 보건소,2024-07-26,4810000,전라남도 여수시
월드에너시스,기타,대전광역시 유성구 원계산로 192 (계산동),대전광역시 유성구 계산동 177,36.33036174,127.3043454,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
(주)삼영유니텍,기타,"대전광역시 유성구 테크노11로 33, 2층 (탑립동)",대전광역시 유성구 탑립동 896,36.41546348,127.4089294,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
(주)나루팜,일반종합도매,"대전광역시 유성구 복용북로33번길 10, 1층 (복용동)",대전광역시 유성구 복용동 576-11,36.34452048,127.3116406,영업,N,Y,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
에스디팜㈜,일반종합도매,"대전광역시 유성구 갑동로 27, 2층 (갑동)",대전광역시 유성구 갑동 387-88,36.36195283,127.2904162,영업,N,Y,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
건보당건재도매한약,한약도매,대전광역시 유성구 유성대로720번길 57-8 (장대동),대전광역시 유성구 장대동 191,36.35763155,127.3352027,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
㈜대전지오팜,일반종합도매,대전광역시 유성구 유성대로 36 (원내동),대전광역시 유성구 원내동 35-5,36.30213334,127.3224676,영업,N,Y,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
㈜아이랩,일반종합도매,"대전광역시 유성구 계룡로105번길 15, 201-1호 (봉명동)",대전광역시 유성구 봉명동 551-7,36.35431924,127.3425064,영업,N,Y,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
프로메디,일반종합도매,"대전광역시 유성구 계룡로 55, 432호 (봉명동, 유성자이)",대전광역시 유성구 봉명동 469-46,36.35616438,127.337165,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
위드약품,일반종합도매,"대전광역시 유성구 문화원로 106, 306호 (봉명동, 유성 캠퍼스타워1)",대전광역시 유성구 봉명동 641-1,36.35855499,127.3474292,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
아이엔유,일반종합도매,"대전광역시 유성구 진잠로149번길 30, 상가동 3층 301-2호 (교촌동, 한승미메이드아파트)",대전광역시 유성구 교촌동 616,36.30496396,127.3178223,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
(주)원팜,일반종합도매,"대전광역시 유성구 반석서로 11, 2층 (지족동)",대전광역시 유성구 지족동 605-3,36.38861847,127.3100999,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
대일종합가스설비,기타,"대전광역시 유성구 원계산로 216, 3동 (계산동)",대전광역시 유성구 계산동 182,36.33222103,127.3027374,영업,N,N,,대전광역시 유성구보건소 보건의약과,2024-07-12,3670000,대전광역시 유성구
(주)네오제네시스,일반종합도매,"서울특별시 영등포구영등포로150, 씨동 307(당산동1가, 생각공장 당산)",,37.5203796036,126.8978917748,영업,Y,Y,02-583-1348,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
(주)메디씨앤디,일반종합도매,"서울특별시 영등포구경인로77길 14 ,302호(문래동2가)",,37.5130059087,126.892912823,영업,Y,Y,,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜에이치메디,일반종합도매,"서울특별시 영등포구선유로9,유니온빌딩 2층 2호(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,02-2635-9991,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
한영약품,일반종합도매,"서울특별시 영등포구선유로9,유니온빌딩 3층 306-B호(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
동신의료상사,의료용고압가스,"서울특별시 영등포구선유로 18,1층(문래동4가)",,37.5155019648,126.8883460536,영업,Y,Y,02-2634-0052,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
더블유에스메디칼㈜,일반종합도매,"서울특별시 영등포구선유로9,유니온빌딩 409호(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,02-2068-1703,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
정화약품주식회사,일반종합도매,"서울특별시 영등포구영중로22길6,201호(영등포동5가)",,37.5214905212,126.906098529,영업,Y,Y,070-7523-9911,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
주식회사 에스알팜,일반종합도매,"서울특별시 영등포구가마산로 313,1층(대림동)",,37.49846064,126.8943316,영업,Y,Y,02-843-8881,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
케이스팜,일반종합도매,"서울특별시 영등포구양평로 30길 22 ,별관 2층 205호(양평동6가)",,37.5420270427,126.888973094,영업,Y,Y,02-6264-9963,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜탑코리아팜,일반종합도매,"서울특별시 영등포구대림로211,화성빌딩 6층(대림동)",,37.49944943,126.8975271,영업,Y,Y,02-831-3222,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
한국노바티스㈜,일반종합도매,"서울특별시 영등포구국제금융로10,서울국제금융센터 쓰리 아이에프씨동 49층(여의도동)",,37.52517752,126.9248767,영업,Y,Y,02-768-9000,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
(주)다나약품,일반종합도매,"서울특별시 영등포구대림로35가길1,2층(대림동)",,37.49885489,126.8975681,영업,Y,Y,02-849-9533,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜호성약품,일반종합도매,"서울특별시 영등포구선유로9, 유니온빌딩 308호(문래동5가)",,37.5147958387,126.8874812341,영업,Y,Y,,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
㈜한국글로벌제약(서울지점),일반종합도매,"서울특별시 영등포구영중로65, 3층 337호(영등포동6가)",,37.52215106,126.9046591,영업,Y,Y,,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
현대에너지,의료용고압가스,충청북도 옥천군 옥천읍 동부로 236,충청북도 옥천군 옥천읍 장야리 86,36.2911203849,127.5859209133,영업,Y,N,043-733-8828,충청북도 옥천군청,2024-07-30,4430000,충청북도 옥천군
대청특수가스텍,의료용고압가스,충청북도 옥천군 군서면 성왕로 831,충청북도 옥천군 군서면 오동리 12,36.30016315,127.5386459,영업,Y,N,043-732-2525,충청북도 옥천군청,2024-07-30,4430000,충청북도 옥천군
대청종합가스,의료용고압가스,충청북도 옥천군 군북면 자모길 1-1,충청북도 옥천군 군북면 증약리 645,36.33564036,127.5223476,영업,Y,N,043-732-2525,충청북도 옥천군청,2024-07-30,4430000,충청북도 옥천군
(주)에스케이비전,일반종합도매,"전라남도 화순군 화순읍 자치샘로 25, 3층",전라남도 화순군 화순읍 교리 100-11,35.06245438,126.9840221,영업,Y,N,061-375-8200,전라남도화순군,2024-07-24,4900000,전라남도 화순군
㈜성원약품,일반종합도매,"부산광역시 부산진구 동성로 35 (전포동,3층)",,35.15360149,129.0681813,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
팜플러스원 주식회사,일반종합도매,"경기도 의정부시 호동로 10, 3층 (의정부동)",경기도 의정부시 의정부동 605번지 2호,37.73158985,127.0393878,영업,Y,Y,031-837-4450,의정부시보건소,2024-07-15,3820000,경기도 의정부시
태준파마켐,원료의약품도매,"경기도 의정부시 충의로 58, 4층 401호 (용현동)",경기도 의정부시 용현동 554-11,37.73698752,127.0876207,영업,Y,Y,02-576-5846,의정부시보건소,2024-07-15,3820000,경기도 의정부시
팜넷,일반종합도매,"경기도 의정부시 경의로 56, 3층 (의정부동)",경기도 의정부시 의정부동 598번지,37.73272135,127.0418043,영업,Y,Y,031-879-8184,의정부시보건소,2024-07-15,3820000,경기도 의정부시
덕성산업가스,의료용고압가스,경기도 의정부시 입석로 106 (가능동),경기도 의정부시 가능1동 443,37.7552934,127.0141085,영업,Y,Y,031-877-4621,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)솔리드팜,일반종합도매,"경기도 의정부시 경의로 7, 2층 (의정부동)",경기도 의정부시 의정부동 534번지 4호,37.73297548,127.0362126,영업,Y,Y,031-865-8821,의정부시보건소,2024-07-15,3820000,경기도 의정부시
주식회사 필립약품,일반종합도매,"서울특별시 노원구 동일로178길 19-6, 2층 (공릉동)",서울특별시 노원구 공릉동 584-14,37.62153423,127.0758101,영업,Y,Y,02-475-1420,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
주식회사 샹떼메디컬,일반종합도매,"서울특별시 노원구 한글비석로 396, 109동 2층 37호 (상계동, 벽산아파트)",서울특별시 노원구 상계동 173-1 벽산아파트,37.66230302,127.0735817,영업,Y,Y,,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
주식회사 씨앤제이헬스케어,수입의약품도매,"서울특별시 노원구 동일로231다길 18, 1층 1호 (상계동)",서울특별시 노원구 상계동 1085-8 1층 1호,37.67255967,127.0513249,영업,Y,Y,02-935-2734,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
백동팜,일반종합도매,"서울특별시 노원구 동일로 1350, 삼양빌딩 6층 601호 (상계동)",서울특별시 노원구 상계동 749번지 8호 삼양빌딩,37.64923351,127.0623993,영업,Y,Y,02-933-6619,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
유경팜,일반종합도매,"서울특별시 노원구 공릉로46길 28, 상가동 1층 102호 (공릉동, 삼익아파트)",서울특별시 노원구 공릉동 737 삼익아파트 상가동 102호,37.62724975,127.0804117,영업,Y,Y,,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
(주)다온팜,일반종합도매,"서울특별시 노원구 광운로 48, 농협 6층 (월계동)",서울특별시 노원구 월계동 409-10,37.62171684,127.0595193,영업,Y,Y,02-948-9398,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
디엠팜,일반종합도매,"서울특별시 노원구 중계로 90, 일부 101호 (중계동)",서울특별시 노원구 중계동 27번지,37.64388594,127.0834762,영업,Y,Y,070-7755-5716,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
원일동명산소,의료용고압가스,서울특별시 노원구 한글비석로23길 8-9 (상계동),서울특별시 노원구 상계동 389번지 665호,37.66036977,127.0706597,영업,Y,Y,02-495-0043,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
(주)휴온스생명과학,일반종합도매,"서울특별시 노원구 광운로2나길 30, 203호 (월계동, 동신아파트)",서울특별시 노원구 월계동 436번지 동신상가,37.61615154,127.0607264,영업,Y,Y,070-7492-6621,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
씨앤제이메디칼,일반종합도매,"서울특별시 노원구 동일로231다길 18, 2층 (상계동)",서울특별시 노원구 상계동 1085-8,37.67255967,127.0513249,영업,Y,Y,02-930-2734,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
태림약품,일반종합도매,"서울특별시 노원구 중계로14길 41, 지층 (중계동)",서울특별시 노원구 중계동 93번지 18호 지층,37.65023209,127.0824645,영업,Y,Y,02-951-8410,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
(주)메디꼬레,일반종합도매,"서울특별시 노원구 우이천로 60, 203호 (월계동)",서울특별시 노원구 월계동 876-5,37.62868111,127.0460087,영업,Y,Y,02-2038-4528,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
지에스메디,일반종합도매,"서울특별시 노원구 동일로218길 35, 원흥상가 4층 405-4호 (상계동)",서울특별시 노원구 상계동 725-2 원흥상가 4층 405-4호,37.65408815,127.0628015,영업,Y,Y,,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
(주)사나메디,일반종합도매,"서울특별시 노원구 섬밭로 78, 상가동 201호 (공릉동, 대아아파트)",서울특별시 노원구 공릉동 492-1 대아아파트 201호,37.62366302,127.0711342,영업,Y,Y,02-979-6115,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
임수훈약업사,한약도매,"서울특별시 노원구 상계로12길 74, 1층 (상계동)",서울특별시 노원구 상계동 181번지 23호 1층,37.65531413,127.0707468,영업,Y,Y,02-932-7064,서울특별시 노원구청,2024-07-17,3100000,서울특별시 노원구
동성약품,일반종합도매,대구광역시 수성구 신천동로88길 1-9,,35.86324601,128.6129706,영업,Y,Y,053-426-1087,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
(주)리체바이오,일반종합도매,대구광역시 수성구 수성로 355,,35.85729583,128.6134426,영업,Y,Y,053-746-3838,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
이한메디칼,일반종합도매,대구광역시 수성구 국채보상로 916,,35.86659938,128.630812,영업,Y,Y,053-742-1025,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
더케어팜,일반종합도매,대구광역시 수성구 범어로34길 7-20,,35.86644776,128.6345942,영업,N,N,053-000-0000,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
다온팜,일반종합도매,대구광역시 수성구 알파시티1로 206,,35.83786243,128.6820517,영업,N,N,053-213-3326,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
대흥메디케어,일반종합도매,대구광역시 수성구 월드컵로6길 30,,35.82963895,128.6846045,영업,N,N,053-793-7722,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
케이투엘,일반종합도매,대구광역시 수성구 충의로 38,,35.86488742,128.6464121,영업,N,N,070-4914-0702,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
더조은메디컬,일반종합도매,대구광역시 수성구 고모로22길 12-10,,35.85095165,128.6875471,영업,N,N,053-000-0000,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
(유)알파엠앤씨,일반종합도매,대구광역시 수성구 수성로12길 83,,35.8335932,128.6120345,영업,Y,Y,053-782-2177,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
주식회사 제이어스팜,일반종합도매,대구광역시 수성구 만촌로 97-2,,35.86744598,128.641899,영업,N,N,053-759-3525,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
아이엠메드,일반종합도매,대구광역시 수성구 무열로8길 10-4,,35.86116709,128.6493668,영업,N,N,053-764-8634,대구광역시 수성구,2024-07-15,3460000,대구광역시 수성구
에버메디(주),일반종합도매,"서울특별시 강남구 개포로22길 26, 4층 (개포동)",,37.47724165,127.0484668,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)메지온,일반종합도매,"서울특별시 강남구 삼성로 570, 석천빌딩 7층 (삼성동)",,37.51240531,127.0541317,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)대성약품,일반종합도매,"서울특별시 강남구 도곡로 242 (도곡동, 삼호상가 지하101호)",,37.49371897,127.0465786,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
한국메나리니(주),일반종합도매,"서울특별시 강남구 테헤란로 411 (삼성동, 성담빌딩 12층)",,37.50549362,127.0508632,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)대웅생명과학서울지점,일반종합도매,"서울특별시 강남구 학동로50길 34, 3층 (논현동)",,37.51438139,127.0403985,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)싸이젠코리아,일반종합도매,"서울특별시 강남구 남부순환로377길 6 (도곡동, 협승빌딩 3층)",,37.4869614,127.0452338,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
한국알콘(주),일반종합도매,서울특별시 강남구 테헤란로 534 (대치동),,37.50803818,127.0627957,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
미쓰비시다나베파마코리아 주식회사,일반종합도매,"서울특별시 강남구 남부순환로 2806, 21층 (도곡동)",,37.48910918,127.0529141,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)라이징팜,일반종합도매,"서울특별시 강남구 논현로28길 41, 2층 (도곡동)",,37.48439413,127.0450553,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
주식회사 제일한의유통,일반종합도매,"서울특별시 강남구 개포로20길 20, 2층 (개포동)",,37.47755978,127.0476344,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)서원약품,일반종합도매,"서울특별시 강남구 테헤란로 408, 5층 706호 (대치동)",,37.50446821,127.050387,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
주식회사두성에프앤피,원료의약품도매,서울특별시 강남구 개포로28길 24-3 (개포동),,37.47737088,127.0501316,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
한국메디홀스(주),일반종합도매,"서울특별시 강남구 역삼로 548, 한국빌딩 5층 (대치동)",,37.50433355,127.0630655,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)함소아제약,일반종합도매,"서울특별시 강남구 논현로149길 67-13, 4층 2호 (논현동)",,37.51633687,127.024111,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)이지메디컴,일반종합도매,"서울특별시 강남구 논현로 805, 2층 (신사동)",,37.52066857,127.027669,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)나이스팜,일반종합도매,"서울특별시 강남구 영동대로106길 17, 경진빌딩 4층 (삼성동)",,37.51372539,127.0624818,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
머크(주),일반종합도매,"서울특별시 강남구 테헤란로 508, 5층 (대치동, 해성2빌딩)",,37.50681662,127.0579783,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)지로메디칼,일반종합도매,서울특별시 강남구 개포로25길 7 (개포동),,37.47943028,127.0480574,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)팜모드,일반종합도매,"서울특별시 강남구 헌릉로569길 18, 운성빌딩 4층 (세곡동)",,37.46727426,127.0999298,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)명진팜,일반종합도매,"서울특별시 강남구 도곡로 116 (도곡동, 꿈이룸명진타워 지하3층)",,37.48980146,127.0333016,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)디엔홀딩스,일반종합도매,"서울특별시 강남구 봉은사로 644 (삼성동, 대웅제약빌딩)",,37.51487008,127.0656969,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)동일팜텍,원료의약품도매,서울특별시 강남구 남부순환로 2734 (도곡동),,37.48584277,127.0450605,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
가야상사,일반종합도매,"서울특별시 강남구 개포로 516, 7단지상가동 113호 (개포동, 주공아파트)",,37.48914068,127.0708715,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)이엠디,일반종합도매,"서울특별시 강남구 봉은사로114길 32, 501호 (삼성동)",,37.51293799,127.0653367,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
명문바이오(주),일반종합도매,"서울특별시 강남구 강남대로54길 7, 명문빌딩 6층 (도곡동)",,37.48835739,127.0330883,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
밝은미래산업(주),일반종합도매,"서울특별시 강남구 개포로20길 5, 401호 (개포동)",,37.47839079,127.0471487,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)제일한방,일반종합도매,"서울특별시 강남구 자곡로 174-10, B101호 (자곡동)",,37.47267424,127.1030193,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(주)아이케어,수입의약품도매,"서울특별시 도산대로1길 80 (3층 일부, 4층)",,37.52199802,127.0199449,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
광원교역(주),기타,"서울특별시 강남구 테헤란로19길 12, 3층 (역삼동)",,37.50091564,127.0336579,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
한국에자이(주),일반종합도매,"서울특별시 강남구 봉은사로86길 6 (삼성동, 빌딩레베쌍뜨 10층)",,37.51285571,127.0562683,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
한국쿄와기린(주),일반종합도매,"서울특별시 강남구 논현로 430, 11층 (역삼동, 아세아타워빌딩)",,37.49900119,127.0383554,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
(유)한국비엠에스제약,일반종합도매,"서울특별시 강남구 테헤란로 504, 해성빌딩 12층 일부호 (대치동)",,37.50662682,127.0573469,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
씨에스웰라이프,일반종합도매,경기도 수원시 영통구 청명남로 30,경기도 수원시 영통구 영통동 1010-13,37.252203243,127.0754265,영업,N,N,031-609-7974,경기도 수원시 영통구보건소,2024-07-04,3740000,경기도 수원시
(주)디엠에스인터내셔날,일반종합도매,서울특별시 관악구 과천대로 929+ DMS빌딩 4+5층 (남현동),서울특별시 관악구 남현동 602-126,37.4735409984,126.981768694,영업,Y,N,070-5118-9441,서울특별시 관악구청,2024-05-27,3200000,서울특별시 관악구
주식회사 리엘약품,일반종합도매,서울특별시 관악구 남부순환로 1529+ 4층 404호 (신림동),서울특별시 관악구 신림동 487-9,37.483191466,126.9204366712,영업,Y,N,070-8800-3496,서울특별시 관악구청,2024-05-27,3200000,서울특별시 관악구
주식회사 새혼,일반종합도매,서울특별시 관악구 남부순환로 1461+ 5층 (신림동),서울특별시 관악구 신림동 538-11,37.4818058064,126.9129015298,영업,Y,Y,02-861-5432,서울특별시 관악구청,2024-05-27,3200000,서울특별시 관악구
에이블팜스리테일 주식회사,일반종합도매,서울특별시 관악구 관악로24길 63+ 502호 (봉천동),서울특별시 관악구 봉천동 738-126,37.4856465424,126.9571530023,영업,Y,N,02-889-8002,서울특별시 관악구청,2024-05-27,3200000,서울특별시 관악구
비티팜,일반종합도매,서울특별시 관악구 남부순환로 1460+ 3층 (신림동),서울특별시 관악구 신림동 1474-12,37.4811712462,126.913051281,영업,Y,N,02-855-3690,서울특별시 관악구청,2024-05-27,3200000,서울특별시 관악구
(주)엔파마,일반종합도매,서울특별시 관악구 관악로29길 2+ 501호 (봉천동),서울특별시 관악구 봉천동 40-39,37.4865987713,126.9565318205,영업,Y,N,02-889-9001,서울특별시 관악구청,2024-05-27,3200000,서울특별시 관악구
대화약품(주),일반종합도매,서울특별시 관악구 조원로 97+ 103호 (신림동),서울특별시 관악구 신림동 520-19,37.4848162276,126.9128634367,영업,Y,N,02-830-4314,서울특별시 관악구청,2024-05-27,3200000,서울특별시 관악구
금관약품,일반종합도매,"부산광역시 중구 중앙대로81번길 2, 6층 (중앙동4가)",부산광역시 중구 중앙동4가 53-6,35.10514834,129.035914,영업,Y,N,,부산광역시 중구청,2024-07-03,3250000,부산광역시 중구
(주)진양아이텍,수입의약품도매,"부산광역시 중구 중구로 70-1, 5층 (대청동4가)",부산광역시 중구 대청동4가 82-13,35.10372885,129.0290187,영업,Y,Y,051-256-8746,부산광역시 중구청,2024-07-03,3250000,부산광역시 중구
에이치케이이노엔(주)부산지점,일반종합도매,"부산광역시 중구 대교로 119, 11층 (중앙동6가)",부산광역시 중구 중앙동6가 2,35.10080912,129.0373726,영업,Y,Y,02-6477-0212,부산광역시 중구청,2024-07-03,3250000,부산광역시 중구
브라코이미징코리아 유한회사,일반종합도매,서울특별시 강남구 역삼로 233 (역삼동),,37.4974231,127.0420188,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
뉴셀파마코리아(주),일반종합도매,"서울특별시 강남구 봉은사로 326, 남전빌딩 5층 (역삼동)",,37.50964825,127.0426689,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
휴젤(주) 서울지점,일반종합도매,"서울특별시 강남구 삼성로133길 17, 8층 (청담동)",,37.51902564,127.0484713,영업,Y,Y,,서울특별시 강남구청,2024-06-17,3220000,서울특별시 강남구
아이엠팜,일반종합도매,충청북도 옥천군 옥천읍 마암로2길 12,충청북도 옥천군 옥천읍 마암리 112-1,36.2931310082,127.565842038,영업,Y,N,042-719-7733,충청북도 옥천군청,2024-07-30,4430000,충청북도 옥천군
신흥산업가스(주),의료용고압가스,충청북도 옥천군 군서면 성왕로 837,충청북도 옥천군 군서면 오동리 11-3,36.2998240166,127.5394213714,영업,Y,N,043-733-3400,충청북도 옥천군청,2024-07-30,4430000,충청북도 옥천군
재인약품,일반종합도매,"부산광역시 부산진구 서면로 10, 서면데시앙스튜디오 7층 716호 (부전동)",,35.1513937403,129.0581767,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
토경팜,일반종합도매,"부산광역시 부산진구 개금온정로 10, 2동 B112-1호 (개금동, 개금롯데캐슬)",,35.15477764,129.027277,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
한울메디케어,일반종합도매,"부산광역시 부산진구 동평로405번길 74, 4층 (양정동, 유연빌딩)",,35.17656051,129.0717316,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
광명약품,일반종합도매,"부산광역시 부산진구 동평로 221, 3층 (연지동, 원심빌딩)",,35.16958182,129.0514085,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
삼화종합가스상사,의료용고압가스,부산광역시 부산진구 황령대로17번길 25 (범천동),,35.14916294,129.0609678,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
(주)메이븐스,일반종합도매,부산광역시 부산진구 성지곡로 27-3 (초읍동),,35.18487562,129.0475763,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
거창건재한약품,한약도매,"부산광역시 부산진구 자유평화로37번길 15-5 (범천동, 거창한약품)",,35.14193947,129.0634017,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
